x_m,y_m,height_m,estimated_friction,scm_sinkage_demo_m,source
-0.800,0.400,-0.08400,0.5600,0.05201,pychrono
-0.800,0.500,-0.07583,0.5658,0.04021,pychrono
-0.800,0.600,-0.06618,0.5727,0.02937,pychrono
-0.800,0.700,-0.05523,0.5806,0.02026,pychrono
-0.800,0.800,-0.04320,0.5891,0.01320,pychrono
-0.800,0.900,-0.03032,0.5983,0.00812,pychrono
-0.800,1.000,-0.01685,0.6080,0.00472,pychrono
-0.800,1.100,-0.00305,0.6178,0.00259,pychrono
-0.800,1.200,0.01081,0.6123,0.00134,pychrono
-0.800,1.300,0.02445,0.6025,0.00066,pychrono
-0.800,1.400,0.03762,0.5931,0.00030,pychrono
-0.800,1.500,0.05005,0.5842,0.00013,pychrono
-0.800,1.600,0.06151,0.5761,0.00005,pychrono
-0.800,1.700,0.07176,0.5687,0.00002,pychrono
-0.800,1.800,0.08060,0.5624,0.00001,pychrono
-0.800,1.900,0.08787,0.5572,0.00000,pychrono
-0.800,2.000,0.09342,0.5533,0.00000,pychrono
-0.700,-2.000,0.08971,0.5559,0.00000,pychrono
-0.700,-1.900,0.08438,0.5597,0.00000,pychrono
-0.700,-1.800,0.07740,0.5647,0.00001,pychrono
-0.700,-1.700,0.06891,0.5708,0.00002,pychrono
-0.700,-1.600,0.05906,0.5778,0.00006,pychrono
-0.700,-1.500,0.04807,0.5857,0.00015,pychrono
-0.700,-1.400,0.03613,0.5942,0.00034,pychrono
-0.700,-1.300,0.02348,0.6032,0.00075,pychrono
-0.700,-1.200,0.01038,0.6126,0.00152,pychrono
-0.700,-1.100,-0.00293,0.6179,0.00294,pychrono
-0.700,-1.000,-0.01618,0.6084,0.00536,pychrono
-0.700,-0.900,-0.02911,0.5992,0.00922,pychrono
-0.700,-0.800,-0.04148,0.5904,0.01498,pychrono
-0.700,-0.700,-0.05303,0.5821,0.02299,pychrono
-0.700,-0.600,-0.06354,0.5746,0.03333,pychrono
-0.700,-0.500,-0.07282,0.5680,0.04564,pychrono
-0.700,-0.400,-0.08066,0.5624,0.05903,pychrono
-0.700,-0.300,-0.08693,0.5579,0.07210,pychrono
-0.700,-0.200,-0.09150,0.5546,0.08317,pychrono
-0.700,-0.100,-0.09427,0.5527,0.09061,pychrono
-0.700,0.000,-0.09521,0.5520,0.09324,pychrono
-0.700,0.100,-0.09428,0.5527,0.09061,pychrono
-0.700,0.200,-0.09150,0.5546,0.08317,pychrono
-0.700,0.300,-0.08693,0.5579,0.07210,pychrono
-0.700,0.400,-0.08067,0.5624,0.05903,pychrono
-0.700,0.500,-0.07282,0.5680,0.04564,pychrono
-0.700,0.600,-0.06355,0.5746,0.03333,pychrono
-0.700,0.700,-0.05303,0.5821,0.02299,pychrono
-0.700,0.800,-0.04148,0.5904,0.01498,pychrono
-0.700,0.900,-0.02912,0.5992,0.00922,pychrono
-0.700,1.000,-0.01618,0.6084,0.00536,pychrono
-0.700,1.100,-0.00293,0.6179,0.00294,pychrono
-0.700,1.200,0.01038,0.6126,0.00152,pychrono
-0.700,1.300,0.02348,0.6032,0.00075,pychrono
-0.700,1.400,0.03613,0.5942,0.00034,pychrono
-0.700,1.500,0.04807,0.5857,0.00015,pychrono
-0.700,1.600,0.05906,0.5778,0.00006,pychrono
-0.700,1.700,0.06891,0.5708,0.00002,pychrono
-0.700,1.800,0.07740,0.5647,0.00001,pychrono
-0.700,1.900,0.08438,0.5597,0.00000,pychrono
-0.700,2.000,0.08971,0.5559,0.00000,pychrono
-0.600,-2.000,0.08310,0.5606,0.00000,pychrono
-0.600,-1.900,0.07816,0.5642,0.00000,pychrono
-0.600,-1.800,0.07170,0.5688,0.00001,pychrono
-0.600,-1.700,0.06383,0.5744,0.00003,pychrono
-0.600,-1.600,0.05471,0.5809,0.00007,pychrono
-0.600,-1.500,0.04453,0.5882,0.00017,pychrono
-0.600,-1.400,0.03347,0.5961,0.00039,pychrono
-0.600,-1.300,0.02175,0.6045,0.00084,pychrono
-0.600,-1.200,0.00961,0.6131,0.00171,pychrono
-0.600,-1.100,-0.00271,0.6181,0.00329,pychrono
-0.600,-1.000,-0.01499,0.6093,0.00600,pychrono
-0.600,-0.900,-0.02697,0.6007,0.01032,pychrono
-0.600,-0.800,-0.03842,0.5926,0.01678,pychrono
-0.600,-0.700,-0.04912,0.5849,0.02575,pychrono
-0.600,-0.600,-0.05885,0.5780,0.03734,pychrono
-0.600,-0.500,-0.06744,0.5718,0.05112,pychrono
-0.600,-0.400,-0.07471,0.5666,0.06611,pychrono
-0.600,-0.300,-0.08052,0.5625,0.08075,pychrono
-0.600,-0.200,-0.08475,0.5595,0.09315,pychrono
-0.600,-0.100,-0.08732,0.5576,0.10149,pychrono
-0.600,0.000,-0.08819,0.5570,0.10443,pychrono
-0.600,0.100,-0.08733,0.5576,0.10149,pychrono
-0.600,0.200,-0.08476,0.5595,0.09315,pychrono
-0.600,0.300,-0.08053,0.5625,0.08075,pychrono
-0.600,0.400,-0.07472,0.5666,0.06611,pychrono
-0.600,0.500,-0.06746,0.5718,0.05112,pychrono
-0.600,0.600,-0.05887,0.5780,0.03734,pychrono
-0.600,0.700,-0.04913,0.5849,0.02575,pychrono
-0.600,0.800,-0.03843,0.5926,0.01678,pychrono
-0.600,0.900,-0.02697,0.6007,0.01032,pychrono
-0.600,1.000,-0.01499,0.6093,0.00600,pychrono
-0.600,1.100,-0.00272,0.6181,0.00329,pychrono
-0.600,1.200,0.00961,0.6131,0.00171,pychrono
-0.600,1.300,0.02175,0.6045,0.00084,pychrono
-0.600,1.400,0.03347,0.5961,0.00039,pychrono
-0.600,1.500,0.04453,0.5882,0.00017,pychrono
-0.600,1.600,0.05471,0.5809,0.00007,pychrono
-0.600,1.700,0.06383,0.5744,0.00003,pychrono
-0.600,1.800,0.07170,0.5688,0.00001,pychrono
-0.600,1.900,0.07816,0.5642,0.00000,pychrono
-0.600,2.000,0.08310,0.5606,0.00000,pychrono
-0.500,-2.000,0.07381,0.5673,0.00000,pychrono
-0.500,-1.900,0.06942,0.5704,0.00000,pychrono
-0.500,-1.800,0.06368,0.5745,0.00001,pychrono
-0.500,-1.700,0.05669,0.5795,0.00003,pychrono
-0.500,-1.600,0.04859,0.5853,0.00008,pychrono
-0.500,-1.500,0.03955,0.5918,0.00019,pychrono
-0.500,-1.400,0.02972,0.5988,0.00043,pychrono
-0.500,-1.300,0.01932,0.6062,0.00092,pychrono
-0.500,-1.200,0.00854,0.6139,0.00189,pychrono
-0.500,-1.100,-0.00241,0.6183,0.00364,pychrono
-0.500,-1.000,-0.01330,0.6105,0.00663,pychrono
-0.500,-0.900,-0.02394,0.6029,0.01141,pychrono
-0.500,-0.800,-0.03410,0.5956,0.01854,pychrono
-0.500,-0.700,-0.04360,0.5889,0.02846,pychrono
-0.500,-0.600,-0.05224,0.5827,0.04126,pychrono
-0.500,-0.500,-0.05987,0.5772,0.05650,pychrono
-0.500,-0.400,-0.06632,0.5726,0.07307,pychrono
-0.500,-0.300,-0.07148,0.5689,0.08924,pychrono
-0.500,-0.200,-0.07524,0.5663,0.10295,pychrono
-0.500,-0.100,-0.07753,0.5646,0.11216,pychrono
-0.500,0.000,-0.07831,0.5641,0.11541,pychrono
-0.500,0.100,-0.07755,0.5646,0.11216,pychrono
-0.500,0.200,-0.07527,0.5662,0.10295,pychrono
-0.500,0.300,-0.07152,0.5689,0.08924,pychrono
-0.500,0.400,-0.06636,0.5726,0.07307,pychrono
-0.500,0.500,-0.05991,0.5772,0.05650,pychrono
-0.500,0.600,-0.05228,0.5827,0.04126,pychrono
-0.500,0.700,-0.04363,0.5888,0.02846,pychrono
-0.500,0.800,-0.03413,0.5956,0.01854,pychrono
-0.500,0.900,-0.02396,0.6029,0.01141,pychrono
-0.500,1.000,-0.01331,0.6105,0.00663,pychrono
-0.500,1.100,-0.00241,0.6183,0.00364,pychrono
-0.500,1.200,0.00854,0.6139,0.00189,pychrono
-0.500,1.300,0.01932,0.6062,0.00092,pychrono
-0.500,1.400,0.02972,0.5988,0.00043,pychrono
-0.500,1.500,0.03955,0.5918,0.00019,pychrono
-0.500,1.600,0.04859,0.5853,0.00008,pychrono
-0.500,1.700,0.05669,0.5795,0.00003,pychrono
-0.500,1.800,0.06368,0.5745,0.00001,pychrono
-0.500,1.900,0.06942,0.5704,0.00000,pychrono
-0.500,2.000,0.07381,0.5673,0.00000,pychrono
-0.400,-2.000,0.06213,0.5756,0.00000,pychrono
-0.400,-1.900,0.05844,0.5783,0.00000,pychrono
-0.400,-1.800,0.05360,0.5817,0.00001,pychrono
-0.400,-1.700,0.04772,0.5859,0.00003,pychrono
-0.400,-1.600,0.04091,0.5908,0.00008,pychrono
-0.400,-1.500,0.03329,0.5962,0.00020,pychrono
-0.400,-1.400,0.02502,0.6021,0.00047,pychrono
-0.400,-1.300,0.01627,0.6084,0.00101,pychrono
-0.400,-1.200,0.00720,0.6149,0.00206,pychrono
-0.400,-1.100,-0.00201,0.6186,0.00397,pychrono
-0.400,-1.000,-0.01118,0.6120,0.00723,pychrono
-0.400,-0.900,-0.02012,0.6056,0.01244,pychrono
-0.400,-0.800,-0.02866,0.5995,0.02022,pychrono
-0.400,-0.700,-0.03664,0.5938,0.03104,pychrono
-0.400,-0.600,-0.04390,0.5886,0.04500,pychrono
-0.400,-0.500,-0.05031,0.5841,0.06161,pychrono
-0.400,-0.400,-0.05574,0.5802,0.07968,pychrono
-0.400,-0.300,-0.06009,0.5771,0.09732,pychrono
-0.400,-0.200,-0.06326,0.5748,0.11227,pychrono
-0.400,-0.100,-0.06521,0.5734,0.12232,pychrono
-0.400,0.000,-0.06587,0.5729,0.12586,pychrono
-0.400,0.100,-0.06525,0.5734,0.12232,pychrono
-0.400,0.200,-0.06334,0.5748,0.11227,pychrono
-0.400,0.300,-0.06019,0.5770,0.09732,pychrono
-0.400,0.400,-0.05586,0.5801,0.07968,pychrono
-0.400,0.500,-0.05043,0.5840,0.06161,pychrono
-0.400,0.600,-0.04401,0.5886,0.04500,pychrono
-0.400,0.700,-0.03673,0.5938,0.03104,pychrono
-0.400,0.800,-0.02873,0.5995,0.02022,pychrono
-0.400,0.900,-0.02016,0.6056,0.01244,pychrono
-0.400,1.000,-0.01121,0.6120,0.00723,pychrono
-0.400,1.100,-0.00203,0.6185,0.00397,pychrono
-0.400,1.200,0.00719,0.6149,0.00206,pychrono
-0.400,1.300,0.01626,0.6084,0.00101,pychrono
-0.400,1.400,0.02502,0.6021,0.00047,pychrono
-0.400,1.500,0.03329,0.5962,0.00020,pychrono
-0.400,1.600,0.04091,0.5908,0.00008,pychrono
-0.400,1.700,0.04772,0.5859,0.00003,pychrono
-0.400,1.800,0.05360,0.5817,0.00001,pychrono
-0.400,1.900,0.05844,0.5783,0.00000,pychrono
-0.400,2.000,0.06213,0.5756,0.00000,pychrono
-0.300,-2.000,0.04844,0.5854,0.00000,pychrono
-0.300,-1.900,0.04557,0.5875,0.00000,pychrono
-0.300,-1.800,0.04180,0.5901,0.00001,pychrono
-0.300,-1.700,0.03721,0.5934,0.00004,pychrono
-0.300,-1.600,0.03190,0.5972,0.00009,pychrono
-0.300,-1.500,0.02596,0.6015,0.00022,pychrono
-0.300,-1.400,0.01951,0.6061,0.00050,pychrono
-0.300,-1.300,0.01269,0.6109,0.00108,pychrono
-0.300,-1.200,0.00563,0.6160,0.00221,pychrono
-0.300,-1.100,-0.00154,0.6189,0.00427,pychrono
-0.300,-1.000,-0.00866,0.6138,0.00778,pychrono
-0.300,-0.900,-0.01561,0.6089,0.01339,pychrono
-0.300,-0.800,-0.02223,0.6041,0.02176,pychrono
-0.300,-0.700,-0.02842,0.5997,0.03340,pychrono
-0.300,-0.600,-0.03405,0.5957,0.04842,pychrono
-0.300,-0.500,-0.03902,0.5921,0.06630,pychrono
-0.300,-0.400,-0.04324,0.5891,0.08574,pychrono
-0.300,-0.300,-0.04664,0.5867,0.10473,pychrono
-0.300,-0.200,-0.04914,0.5849,0.12081,pychrono
-0.300,-0.100,-0.05069,0.5838,0.13162,pychrono
-0.300,0.000,-0.05125,0.5834,0.13544,pychrono
-0.300,0.100,-0.05079,0.5837,0.13162,pychrono
-0.300,0.200,-0.04934,0.5848,0.12081,pychrono
-0.300,0.300,-0.04690,0.5865,0.10473,pychrono
-0.300,0.400,-0.04354,0.5889,0.08574,pychrono
-0.300,0.500,-0.03931,0.5919,0.06630,pychrono
-0.300,0.600,-0.03431,0.5955,0.04842,pychrono
-0.300,0.700,-0.02864,0.5995,0.03340,pychrono
-0.300,0.800,-0.02240,0.6040,0.02176,pychrono
-0.300,0.900,-0.01572,0.6088,0.01339,pychrono
-0.300,1.000,-0.00874,0.6138,0.00778,pychrono
-0.300,1.100,-0.00158,0.6189,0.00427,pychrono
-0.300,1.200,0.00560,0.6160,0.00221,pychrono
-0.300,1.300,0.01268,0.6109,0.00108,pychrono
-0.300,1.400,0.01951,0.6061,0.00050,pychrono
-0.300,1.500,0.02596,0.6015,0.00022,pychrono
-0.300,1.600,0.03190,0.5972,0.00009,pychrono
-0.300,1.700,0.03721,0.5934,0.00004,pychrono
-0.300,1.800,0.04180,0.5901,0.00001,pychrono
-0.300,1.900,0.04557,0.5875,0.00000,pychrono
-0.300,2.000,0.04844,0.5854,0.00000,pychrono
-0.200,-2.000,0.03319,0.5963,0.00000,pychrono
-0.200,-1.900,0.03122,0.5977,0.00000,pychrono
-0.200,-1.800,0.02864,0.5995,0.00001,pychrono
-0.200,-1.700,0.02550,0.6018,0.00004,pychrono
-0.200,-1.600,0.02186,0.6044,0.00010,pychrono
-0.200,-1.500,0.01779,0.6073,0.00023,pychrono
-0.200,-1.400,0.01338,0.6104,0.00053,pychrono
-0.200,-1.300,0.00872,0.6138,0.00115,pychrono
-0.200,-1.200,0.00390,0.6172,0.00235,pychrono
-0.200,-1.100,-0.00098,0.6193,0.00453,pychrono
-0.200,-1.000,-0.00581,0.6158,0.00826,pychrono
-0.200,-0.900,-0.01050,0.6125,0.01421,pychrono
-0.200,-0.800,-0.01496,0.6093,0.02310,pychrono
-0.200,-0.700,-0.01911,0.6063,0.03546,pychrono
-0.200,-0.600,-0.02289,0.6037,0.05142,pychrono
-0.200,-0.500,-0.02624,0.6013,0.07040,pychrono
-0.200,-0.400,-0.02911,0.5992,0.09105,pychrono
-0.200,-0.300,-0.03146,0.5975,0.11120,pychrono
-0.200,-0.200,-0.03323,0.5963,0.12828,pychrono
-0.200,-0.100,-0.03437,0.5954,0.13976,pychrono
-0.200,0.000,-0.03484,0.5951,0.14381,pychrono
-0.200,0.100,-0.03461,0.5953,0.13976,pychrono
-0.200,0.200,-0.03368,0.5959,0.12828,pychrono
-0.200,0.300,-0.03206,0.5971,0.11120,pychrono
-0.200,0.400,-0.02979,0.5987,0.09105,pychrono
-0.200,0.500,-0.02691,0.6008,0.07040,pychrono
-0.200,0.600,-0.02350,0.6032,0.05142,pychrono
-0.200,0.700,-0.01962,0.6060,0.03546,pychrono
-0.200,0.800,-0.01535,0.6090,0.02310,pychrono
-0.200,0.900,-0.01077,0.6123,0.01421,pychrono
-0.200,1.000,-0.00599,0.6157,0.00826,pychrono
-0.200,1.100,-0.00108,0.6192,0.00453,pychrono
-0.200,1.200,0.00384,0.6173,0.00235,pychrono
-0.200,1.300,0.00869,0.6138,0.00115,pychrono
-0.200,1.400,0.01337,0.6105,0.00053,pychrono
-0.200,1.500,0.01778,0.6073,0.00023,pychrono
-0.200,1.600,0.02185,0.6044,0.00010,pychrono
-0.200,1.700,0.02550,0.6018,0.00004,pychrono
-0.200,1.800,0.02864,0.5995,0.00001,pychrono
-0.200,1.900,0.03122,0.5977,0.00000,pychrono
-0.200,2.000,0.03319,0.5963,0.00000,pychrono
-0.100,-2.000,0.01687,0.6080,0.00000,pychrono
-0.100,-1.900,0.01587,0.6087,0.00000,pychrono
-0.100,-1.800,0.01455,0.6096,0.00001,pychrono
-0.100,-1.700,0.01296,0.6107,0.00004,pychrono
-0.100,-1.600,0.01111,0.6121,0.00010,pychrono
-0.100,-1.500,0.00905,0.6135,0.00024,pychrono
-0.100,-1.400,0.00682,0.6151,0.00056,pychrono
-0.100,-1.300,0.00448,0.6168,0.00121,pychrono
-0.100,-1.200,0.00207,0.6185,0.00246,pychrono
-0.100,-1.100,-0.00033,0.6198,0.00475,pychrono
-0.100,-1.000,-0.00267,0.6181,0.00865,pychrono
-0.100,-0.900,-0.00490,0.6165,0.01489,pychrono
-0.100,-0.800,-0.00697,0.6150,0.02421,pychrono
-0.100,-0.700,-0.00888,0.6137,0.03716,pychrono
-0.100,-0.600,-0.01061,0.6124,0.05387,pychrono
-0.100,-0.500,-0.01219,0.6113,0.07377,pychrono
-0.100,-0.400,-0.01360,0.6103,0.09540,pychrono
-0.100,-0.300,-0.01484,0.6094,0.11652,pychrono
-0.100,-0.200,-0.01587,0.6087,0.13441,pychrono
-0.100,-0.100,-0.01663,0.6081,0.14644,pychrono
-0.100,0.000,-0.01708,0.6078,0.15068,pychrono
-0.100,0.100,-0.01715,0.6077,0.14644,pychrono
-0.100,0.200,-0.01683,0.6080,0.13441,pychrono
-0.100,0.300,-0.01613,0.6085,0.11652,pychrono
-0.100,0.400,-0.01505,0.6093,0.09540,pychrono
-0.100,0.500,-0.01363,0.6103,0.07377,pychrono
-0.100,0.600,-0.01192,0.6115,0.05387,pychrono
-0.100,0.700,-0.00996,0.6129,0.03716,pychrono
-0.100,0.800,-0.00780,0.6144,0.02421,pychrono
-0.100,0.900,-0.00547,0.6161,0.01489,pychrono
-0.100,1.000,-0.00304,0.6178,0.00865,pychrono
-0.100,1.100,-0.00055,0.6196,0.00475,pychrono
-0.100,1.200,0.00195,0.6186,0.00246,pychrono
-0.100,1.300,0.00442,0.6168,0.00121,pychrono
-0.100,1.400,0.00679,0.6151,0.00056,pychrono
-0.100,1.500,0.00904,0.6135,0.00024,pychrono
-0.100,1.600,0.01111,0.6121,0.00010,pychrono
-0.100,1.700,0.01296,0.6107,0.00004,pychrono
-0.100,1.800,0.01455,0.6096,0.00001,pychrono
-0.100,1.900,0.01587,0.6087,0.00000,pychrono
-0.100,2.000,0.01687,0.6080,0.00000,pychrono
0.000,-2.000,0.00000,0.6200,0.00000,pychrono
0.000,-1.900,0.00000,0.6200,0.00001,pychrono
0.000,-1.800,0.00000,0.6200,0.00001,pychrono
0.000,-1.700,0.00000,0.6200,0.00004,pychrono
0.000,-1.600,0.00001,0.6200,0.00010,pychrono
0.000,-1.500,0.00002,0.6200,0.00025,pychrono
0.000,-1.400,0.00006,0.6200,0.00058,pychrono
0.000,-1.300,0.00012,0.6199,0.00125,pychrono
0.000,-1.200,0.00024,0.6198,0.00255,pychrono
0.000,-1.100,0.00044,0.6197,0.00491,pychrono
0.000,-1.000,0.00073,0.6195,0.00895,pychrono
0.000,-0.900,0.00114,0.6192,0.01540,pychrono
0.000,-0.800,0.00163,0.6188,0.02503,pychrono
0.000,-0.700,0.00216,0.6185,0.03842,pychrono
0.000,-0.600,0.00263,0.6181,0.05570,pychrono
0.000,-0.500,0.00297,0.6179,0.07627,pychrono
0.000,-0.400,0.00309,0.6178,0.09863,pychrono
0.000,-0.300,0.00297,0.6179,0.12047,pychrono
0.000,-0.200,0.00263,0.6181,0.13896,pychrono
0.000,-0.100,0.00216,0.6185,0.15140,pychrono
0.000,0.000,0.00163,0.6188,0.15579,pychrono
0.000,0.100,0.00114,0.6192,0.15140,pychrono
0.000,0.200,0.00073,0.6195,0.13896,pychrono
0.000,0.300,0.00044,0.6197,0.12047,pychrono
0.000,0.400,0.00024,0.6198,0.09863,pychrono
0.000,0.500,0.00012,0.6199,0.07627,pychrono
0.000,0.600,0.00006,0.6200,0.05570,pychrono
0.000,0.700,0.00002,0.6200,0.03842,pychrono
0.000,0.800,0.00001,0.6200,0.02503,pychrono
0.000,0.900,0.00000,0.6200,0.01540,pychrono
0.000,1.000,0.00000,0.6200,0.00895,pychrono
0.000,1.100,0.00000,0.6200,0.00491,pychrono
0.000,1.200,0.00000,0.6200,0.00255,pychrono
0.000,1.300,0.00000,0.6200,0.00125,pychrono
0.000,1.400,0.00000,0.6200,0.00058,pychrono
0.000,1.500,0.00000,0.6200,0.00025,pychrono
0.000,1.600,0.00000,0.6200,0.00010,pychrono
0.000,1.700,0.00000,0.6200,0.00004,pychrono
0.000,1.800,0.00000,0.6200,0.00001,pychrono
0.000,1.900,0.00000,0.6200,0.00001,pychrono
0.000,2.000,0.00000,0.6200,0.00000,pychrono
0.100,-2.000,-0.01687,0.6080,0.00000,pychrono
0.100,-1.900,-0.01587,0.6087,0.00001,pychrono
0.100,-1.800,-0.01455,0.6096,0.00002,pychrono
0.100,-1.700,-0.01295,0.6107,0.00004,pychrono
0.100,-1.600,-0.01109,0.6121,0.00011,pychrono
0.100,-1.500,-0.00899,0.6136,0.00026,pychrono
0.100,-1.400,-0.00669,0.6152,0.00059,pychrono
0.100,-1.300,-0.00419,0.6170,0.00127,pychrono
0.100,-1.200,-0.00152,0.6189,0.00260,pychrono
0.100,-1.100,0.00134,0.6190,0.00501,pychrono
0.100,-1.000,0.00438,0.6169,0.00913,pychrono
0.100,-0.900,0.00755,0.6146,0.01571,pychrono
0.100,-0.800,0.01077,0.6123,0.02553,pychrono
0.100,-0.700,0.01390,0.6101,0.03919,pychrono
0.100,-0.600,0.01675,0.6080,0.05682,pychrono
0.100,-0.500,0.01911,0.6064,0.07781,pychrono
0.100,-0.400,0.02080,0.6051,0.10062,pychrono
0.100,-0.300,0.02176,0.6045,0.12290,pychrono
0.100,-0.200,0.02201,0.6043,0.14177,pychrono
0.100,-0.100,0.02166,0.6045,0.15446,pychrono
0.100,0.000,0.02087,0.6051,0.15894,pychrono
0.100,0.100,0.01980,0.6059,0.15446,pychrono
0.100,0.200,0.01854,0.6068,0.14177,pychrono
0.100,0.300,0.01714,0.6078,0.12290,pychrono
0.100,0.400,0.01560,0.6089,0.10062,pychrono
0.100,0.500,0.01391,0.6101,0.07781,pychrono
0.100,0.600,0.01205,0.6114,0.05682,pychrono
0.100,0.700,0.01002,0.6128,0.03919,pychrono
0.100,0.800,0.00782,0.6144,0.02553,pychrono
0.100,0.900,0.00548,0.6161,0.01571,pychrono
0.100,1.000,0.00305,0.6178,0.00913,pychrono
0.100,1.100,0.00055,0.6196,0.00501,pychrono
0.100,1.200,-0.00195,0.6186,0.00260,pychrono
0.100,1.300,-0.00442,0.6168,0.00127,pychrono
0.100,1.400,-0.00679,0.6151,0.00059,pychrono
0.100,1.500,-0.00904,0.6135,0.00026,pychrono
0.100,1.600,-0.01111,0.6121,0.00011,pychrono
0.100,1.700,-0.01296,0.6107,0.00004,pychrono
0.100,1.800,-0.01455,0.6096,0.00002,pychrono
0.100,1.900,-0.01587,0.6087,0.00001,pychrono
0.100,2.000,-0.01687,0.6080,0.00000,pychrono
0.200,-2.000,-0.03319,0.5963,0.00000,pychrono
0.200,-1.900,-0.03122,0.5977,0.00001,pychrono
0.200,-1.800,-0.02863,0.5995,0.00002,pychrono
0.200,-1.700,-0.02548,0.6018,0.00004,pychrono
0.200,-1.600,-0.02182,0.6044,0.00011,pychrono
0.200,-1.500,-0.01771,0.6074,0.00026,pychrono
0.200,-1.400,-0.01319,0.6106,0.00059,pychrono
0.200,-1.300,-0.00832,0.6141,0.00128,pychrono
0.200,-1.200,-0.00311,0.6178,0.00261,pychrono
0.200,-1.100,0.00242,0.6183,0.00504,pychrono
0.200,-1.000,0.00823,0.6141,0.00919,pychrono
0.200,-0.900,0.01426,0.6098,0.01581,pychrono
0.200,-0.800,0.02035,0.6055,0.02570,pychrono
0.200,-0.700,0.02623,0.6013,0.03946,pychrono
0.200,-0.600,0.03159,0.5974,0.05720,pychrono
0.200,-0.500,0.03605,0.5943,0.07833,pychrono
0.200,-0.400,0.03932,0.5919,0.10129,pychrono
0.200,-0.300,0.04127,0.5905,0.12372,pychrono
0.200,-0.200,0.04193,0.5900,0.14272,pychrono
0.200,-0.100,0.04149,0.5904,0.15549,pychrono
0.200,0.000,0.04022,0.5913,0.16000,pychrono
0.200,0.100,0.03837,0.5926,0.15549,pychrono
0.200,0.200,0.03610,0.5942,0.14272,pychrono
0.200,0.300,0.03350,0.5961,0.12372,pychrono
0.200,0.400,0.03058,0.5982,0.10129,pychrono
0.200,0.500,0.02731,0.6005,0.07833,pychrono
0.200,0.600,0.02369,0.6031,0.05720,pychrono
0.200,0.700,0.01970,0.6059,0.03946,pychrono
0.200,0.800,0.01538,0.6090,0.02570,pychrono
0.200,0.900,0.01078,0.6123,0.01581,pychrono
0.200,1.000,0.00599,0.6157,0.00919,pychrono
0.200,1.100,0.00109,0.6192,0.00504,pychrono
0.200,1.200,-0.00384,0.6173,0.00261,pychrono
0.200,1.300,-0.00869,0.6138,0.00128,pychrono
0.200,1.400,-0.01337,0.6105,0.00059,pychrono
0.200,1.500,-0.01778,0.6073,0.00026,pychrono
0.200,1.600,-0.02185,0.6044,0.00011,pychrono
0.200,1.700,-0.02550,0.6018,0.00004,pychrono
0.200,1.800,-0.02864,0.5995,0.00002,pychrono
0.200,1.900,-0.03122,0.5977,0.00001,pychrono
0.200,2.000,-0.03319,0.5963,0.00000,pychrono
0.300,-2.000,-0.04844,0.5854,0.00000,pychrono
0.300,-1.900,-0.04556,0.5875,0.00001,pychrono
0.300,-1.800,-0.04179,0.5901,0.00002,pychrono
0.300,-1.700,-0.03719,0.5934,0.00004,pychrono
0.300,-1.600,-0.03185,0.5973,0.00011,pychrono
0.300,-1.500,-0.02584,0.6015,0.00026,pychrono
0.300,-1.400,-0.01924,0.6063,0.00059,pychrono
0.300,-1.300,-0.01210,0.6114,0.00127,pychrono
0.300,-1.200,-0.00447,0.6168,0.00260,pychrono
0.300,-1.100,0.00366,0.6174,0.00501,pychrono
0.300,-1.000,0.01223,0.6113,0.00913,pychrono
0.300,-0.900,0.02114,0.6049,0.01571,pychrono
0.300,-0.800,0.03016,0.5985,0.02553,pychrono
0.300,-0.700,0.03890,0.5922,0.03919,pychrono
0.300,-0.600,0.04686,0.5865,0.05682,pychrono
0.300,-0.500,0.05346,0.5818,0.07781,pychrono
0.300,-0.400,0.05828,0.5784,0.10062,pychrono
0.300,-0.300,0.06108,0.5764,0.12290,pychrono
0.300,-0.200,0.06195,0.5757,0.14177,pychrono
0.300,-0.100,0.06118,0.5763,0.15446,pychrono
0.300,0.000,0.05917,0.5777,0.15894,pychrono
0.300,0.100,0.05632,0.5798,0.15446,pychrono
0.300,0.200,0.05290,0.5822,0.14177,pychrono
0.300,0.300,0.04902,0.5850,0.12290,pychrono
0.300,0.400,0.04470,0.5881,0.10062,pychrono
0.300,0.500,0.03990,0.5915,0.07781,pychrono
0.300,0.600,0.03459,0.5953,0.05682,pychrono
0.300,0.700,0.02875,0.5995,0.03919,pychrono
0.300,0.800,0.02245,0.6040,0.02553,pychrono
0.300,0.900,0.01574,0.6088,0.01571,pychrono
0.300,1.000,0.00874,0.6138,0.00913,pychrono
0.300,1.100,0.00158,0.6189,0.00501,pychrono
0.300,1.200,-0.00560,0.6160,0.00260,pychrono
0.300,1.300,-0.01268,0.6109,0.00127,pychrono
0.300,1.400,-0.01951,0.6061,0.00059,pychrono
0.300,1.500,-0.02596,0.6015,0.00026,pychrono
0.300,1.600,-0.03190,0.5972,0.00011,pychrono
0.300,1.700,-0.03721,0.5934,0.00004,pychrono
0.300,1.800,-0.04180,0.5901,0.00002,pychrono
0.300,1.900,-0.04557,0.5875,0.00001,pychrono
0.300,2.000,-0.04844,0.5854,0.00000,pychrono
0.400,-2.000,-0.06213,0.5756,0.00000,pychrono
0.400,-1.900,-0.05844,0.5783,0.00001,pychrono
0.400,-1.800,-0.05360,0.5817,0.00001,pychrono
